,1,2,3,4,5,0
e4,e5,Nf3,Nf6,d3,Nc6,4
e4,e5,d4,exd4,Qxd4,Nc6,4
Nf3,d5,c4,e6,g3,dxc4,4
e4,c5,Nc3,Nc6,Nge2,e5,4
e4,e6,b3,d5,Bb2,dxe4,4
c4,e5,g3,Nc6,Bg2,g6,4
c4,e5,g3,Nf6,Bg2,Bc5,4
d4,Nf6,Nf3,c5,d5,e6,4
e4,e6,Nf3,d5,Nc3,Nf6,4
Nf3,d5,g3,Nc6,Bg2,e5,4
d4,d5,Nc3,Nf6,Bf4,g6,4
Nf3,d5,g3,Nd7,Bg2,e5,4
Nf3,d5,g3,Nd7,c4,dxc4,4
Nf3,d5,g3,Nd7,d4,Ngf6,4
Nf3,d5,d4,Nf6,c4,dxc4,4
d4,d5,Nc3,Nf6,Bf4,a6,4
d4,d5,Nf3,Nf6,Bf4,c6,4
d4,d5,Nf3,Nf6,Bf4,g6,4
c4,e5,g3,c6,d4,e4,4
Nf3,d5,g3,b6,Bg2,Bb7,4
c4,e6,Nf3,d5,b3,d4,4
d4,d5,Bf4,Nf6,Nc3,e6,4
e4,g6,d4,Bg7,Be3,d6,4
Nf3,c5,c4,g6,Nc3,Bg7,4
d4,Nf6,c4,g6,g3,c5,4
Nf3,Nf6,g3,g6,c4,Bg7,4
d4,Nf6,Bg5,e6,e4,c5,4
c4,e6,d4,d5,Nc3,Nf6,4
b3,Nf6,Bb2,g6,Nf3,Bg7,4
c4,c6,d4,d5,Nf3,Nf6,4
c4,e6,Nf3,d5,g3,dxc4,4
e4,c5,Nf3,d6,Bc4,e6,4
d4,Nf6,Bf4,d5,e3,Bg4,4
d4,c5,d5,Nf6,Nc3,d6,4
Nf3,g6,d4,Bg7,c4,d6,4
e4,g6,d4,Bg7,Nc3,d5,4
Nf3,c5,c4,g6,d4,Bg7,4
d4,Nf6,Bg5,c5,Bxf6,gxf6,3
d4,Nf6,Bf4,c5,e3,Qb6,3
d4,Nf6,Bf4,c5,dxc5,Qa5+,3
d4,Nf6,Nf3,e6,c4,a6,3
c4,c6,Nc3,d5,d4,Nf6,3
e4,c5,c3,e6,d4,d5,3
e4,c5,Nf3,e6,g3,d5,3
d4,Nf6,Bf4,d6,Nf3,g6,3
c4,e6,g3,Nf6,Bg2,d5,3
c4,c5,Nf3,Nf6,Nc3,e6,3
c4,e6,Nc3,d5,e3,Nf6,3
c4,e5,Nf3,e4,Nd4,Nc6,3
e4,c6,Ne2,d5,e5,Bf5,3
e4,d5,exd5,Nf6,Nf3,Bg4,3
d4,Nf6,Bf4,b6,e3,Bb7,3
d4,Nf6,Bf4,d6,Nc3,Nbd7,3
d4,Nf6,Nf3,b6,c4,Bb7,3
c4,e6,g3,d5,Nf3,Nf6,3
c4,g6,Nc3,Bg7,d4,Nf6,3
d4,Nf6,Nf3,c5,e3,g6,3
e4,c5,c4,Nc6,Nc3,g6,3
d4,Nf6,Bg5,d5,Nd2,Nbd7,3
c4,e5,d3,Nf6,Nf3,Nc6,3
c4,e5,g3,Nf6,Bg2,Nc6,3
e4,c5,d3,Nc6,g3,d5,3
c4,e5,Nc3,Bb4,Nd5,Bc5,3
c4,e5,g3,Nc6,Bg2,f5,3
e4,c5,Nf3,a6,c4,e6,3
e4,c5,Nf3,d6,Nc3,Nc6,3
e4,c5,Nf3,g6,c4,Bg7,3
e4,c5,Nf3,g6,c3,Nf6,3
e4,c6,d4,d5,Nc3,g6,3
c4,e5,Nc3,Nc6,Nf3,Nf6,3
e4,c6,d4,d5,Nd2,g6,3
e4,c6,d4,d5,f3,g6,3
c4,e5,Nc3,Nf6,Nf3,d6,3
c4,e6,Nf3,d5,g3,c6,3
e4,c5,d3,Nc6,Nf3,d6,3
e4,d5,exd5,Qxd5,Nc3,Qe5+,3
d4,Nf6,Nf3,d5,c4,dxc4,3
d4,Nf6,Nf3,d6,c4,g6,3
e4,c5,Nf3,d6,Bc4,Bg4,3
e4,c5,c3,d6,d4,cxd4,3
c4,c6,e4,d5,exd5,cxd5,3
e4,c5,Nf3,d6,Bd3,Nf6,3
d4,Nf6,Nf3,d5,c3,e6,3
c4,g6,Nc3,Bg7,g3,d6,3
e4,c6,Nc3,d5,Nf3,Nf6,3
d4,Nf6,Nc3,d5,Bg5,g6,3
d4,Nf6,Nf3,d5,c3,c6,3
d4,Nf6,Nf3,d5,c3,Bf5,3
c4,c6,Nf3,d5,g3,Nf6,3
d4,Nf6,Nf3,g6,Bf4,d6,3
e4,c5,Nf3,g6,d4,Bg7,3
c4,c5,Nf3,Nf6,Nc3,d5,3
e4,c6,Nc3,d5,exd5,cxd5,3
d4,Nf6,Nc3,g6,e4,d6,3
e4,c5,Nf3,g6,c4,Nc6,3
d4,Nf6,Nf3,b6,Bf4,Bb7,3
e4,c5,Nf3,g6,d3,Bg7,3
d4,e6,c4,f5,Nc3,Nf6,3
e4,c5,Nf3,Nc6,Nc3,e6,3
e4,c5,Be2,Nc6,d3,e6,3
Nf3,d5,d4,Nf6,g3,g6,3
d4,d5,Nf3,Nf6,c3,Bf5,3
d4,d5,Nf3,Nf6,c3,e6,3
d4,d5,Nf3,Nf6,c3,g6,3
e4,e6,d3,c5,Nd2,Nc6,3
d4,d5,Nf3,Nf6,e3,Bg4,3
d4,d5,Nf3,Nf6,e3,g6,3
e4,e6,d3,d5,Qe2,Nf6,3
e4,e6,d3,d5,Qe2,dxe4,3
d4,d5,Nf3,c5,c4,e6,3
Nf3,d5,c4,d4,e3,c5,3
Nf3,d5,c4,d4,b4,g5,3
d4,d5,Nf3,c6,c4,Nf6,3
Nf3,d5,c4,c6,d4,Nf6,3
d4,d5,Nf3,e6,e3,Nf6,3
e4,Nf6,Nc3,d5,exd5,Nxd5,3
e4,e6,d4,d5,Nc3,Nc6,3
Nf3,d5,d4,c6,c4,Nf6,3
Nf3,d5,d4,e6,c4,c6,3
d4,d5,c4,Nf6,cxd5,Nxd5,3
e4,c5,Be2,Nc6,d3,g6,3
d4,d5,Bf4,Bf5,e3,e6,3
Nf3,d6,g3,g6,Bg2,Bg7,3
d4,d5,Bf4,Nf6,e3,c6,3
d4,d5,Bf4,c5,c3,Nc6,3
d4,d5,Bf4,c6,e3,Nf6,3
e4,c5,Nc3,Nc6,f4,d6,3
Nf3,d5,g3,e6,Bg2,Nf6,3
e4,c5,Nc3,Nc6,Nge2,d6,3
e4,e5,f4,d5,exd5,exf4,3
e4,c5,Nc3,Nc6,Nf3,e6,3
d4,d5,Nc3,Nf6,Nf3,Nc6,3
Nf3,d5,g3,Bf5,Bg2,e6,3
e4,e6,Bc4,d5,exd5,exd5,3
Nf3,d5,e3,c5,b3,a6,3
e4,c5,Nc3,Nc6,Bb5,d6,3
d4,d5,Nf3,Bf5,e3,e6,3
e4,c5,Be2,Nc6,f4,g6,3
e4,Nf6,Nc3,d5,e5,Nfd7,3
Nf3,c5,g3,Nc6,Bg2,e5,3
d4,c6,c4,d5,Nf3,Nf6,3
d4,d6,c4,e5,dxe5,dxe5,3
Nf3,Nf6,c4,g6,b4,Bg7,3
d4,d6,e4,Nf6,Nc3,Nbd7,3
d4,d6,e4,Nf6,Nc3,c6,3
Nf3,Nf6,c4,e6,d4,Bb4+,3
Nf3,Nf6,c4,e6,Nc3,Bb4,3
d4,d6,e4,g6,c4,Bg7,3
d4,e5,dxe5,Nc6,Nf3,Qe7,3
Nf3,Nf6,c4,c6,g3,d5,3
Nf3,Nf6,c4,c5,g3,d5,3
d4,e6,Bf4,Nf6,e3,d5,3
Nf3,Nf6,c4,b6,Nc3,Bb7,3
d4,f5,Bg5,g6,e3,Bg7,3
d4,e6,e4,d5,Nc3,Nf6,3
d4,e6,c4,Nf6,Nc3,Bb4,3
d4,e6,c4,b6,Nc3,Bb4,3
d4,e6,c4,d5,Nc3,f5,3
d4,e6,c4,f5,Nf3,Nf6,3
d4,f5,c4,Nf6,g3,g6,3
d4,g6,c4,Bg7,Nf3,Nf6,3
d4,d5,c4,c6,Nf3,e6,3
d4,d6,Nf3,Bg4,e4,e6,3
Nf3,c5,e3,g6,d4,Bg7,3
e4,g6,Nf3,Bg7,d4,d6,3
Nf3,c5,c4,g6,g3,Bg7,3
Nf3,c5,c4,b6,g3,Bb7,3
e4,g6,d4,Bg7,Nf3,c5,3
d4,d5,c4,dxc4,e4,Nc6,3
e4,g6,d4,d6,Nc3,Bg7,3
Nf3,Nf6,g3,g6,b3,c5,3
Nf3,Nf6,g3,g6,Bg2,d5,3
d4,d5,c4,e6,Nc3,f5,3
d4,d5,c4,e6,Nc3,h6,3
Nf3,Nf6,g3,c5,Bg2,g6,3
d4,g6,e4,Bg7,c4,d6,3
d4,g6,e4,Bg7,Nc3,c6,3
d4,d6,Nf3,Bg4,c4,Bxf3,3
d4,g6,c4,Bg7,e4,c5,3
d4,g6,c4,Bg7,e4,Nc6,3
e4,c5,Nc3,d6,Bb5+,Nd7,3
Nf3,d5,d4,Nf6,Bf4,Bf5,3
e4,e5,Nf3,d6,Bc4,Nf6,3
c4,Nf6,Nf3,g6,Nc3,Bg7,3
e4,e5,Nf3,Nf6,Nxe5,Nxe4,3
c4,Nf6,Nc3,c5,Nf3,e6,3
e4,e5,Nc3,Nc6,g3,Bc5,3
d4,Nf6,g3,g6,Bg2,d5,3
b3,d5,Bb2,Bf5,e3,e6,3
d4,Nf6,c4,e6,Nc3,b6,3
e4,e5,Nf3,Nc6,Bc4,d5,3
c4,Nf6,Nc3,e5,g3,Bb4,3
e4,d6,d4,g6,Bc4,Bg7,3
c4,Nf6,Nf3,g6,g3,Bg7,3
e4,d6,d4,g6,Nf3,Bg7,3
e4,e5,Nf3,Nf6,d4,exd4,3
e4,c5,Nc3,g6,Nf3,Bg7,3
e4,e5,Nf3,Nc6,d4,f6,3
e4,c5,Nc3,e6,g3,a6,3
d4,Nf6,g3,d5,Nf3,c6,3
e4,e5,Nf3,Nc6,d3,Nf6,3
d4,Nf6,c4,c5,e3,g6,3
d4,Nf6,c4,d5,Nc3,e6,3
e4,c5,Nf3,Nc6,Bc4,e5,3
Nf3,g6,g3,Bg7,d4,Nf6,3
d4,Nf6,g3,g6,Bg2,Bg7,3
c4,Nf6,d4,e6,Nf3,b6,3
d4,Nf6,c4,c5,d5,e5,3
e4,e5,Bc4,Nc6,Nf3,Bc5,3
d4,c5,d5,g6,c4,Bg7,3
c4,Nf6,d4,g6,Nc3,Bg7,3
c4,Nf6,Nc3,c5,Nf3,Nc6,3
d4,Nf6,c4,g6,h4,Bg7,3
d4,Nf6,c4,e6,g3,Be7,3
e4,e5,Nc3,Nf6,g3,Bc5,3
e4,d6,d4,Nf6,Bd3,g6,3
e4,c5,Nc3,d6,Nge2,Nf6,3
c4,b6,Nc3,Bb7,d4,e6,3
e4,e5,Nc3,Nf6,Bc4,Bc5,3
d4,d6,Nf3,g6,e4,Bg7,2
d4,g6,Nf3,Bg7,e4,d6,2
d4,g6,Nf3,Bg7,Bf4,d6,2
d4,Nf6,Bg5,c5,d5,d6,2
d4,d5,c4,dxc4,e4,c5,2
d4,g6,Nc3,Bg7,e4,d6,2
d4,d5,c4,dxc4,e3,e6,2
d4,Nf6,Bg5,e6,Nf3,Be7,2
d4,Nf6,c4,e6,a3,d5,2
d4,g6,Nf3,Bg7,g3,Nf6,2
d4,Nf6,c4,g6,Nc3,d6,2
e4,c5,Nf3,d6,c4,e5,2
d4,d6,Nf3,Nf6,g3,g6,2
d4,g6,c4,Bg7,Nc3,c5,2
d4,Nf6,Bg5,d5,Nd2,e6,2
d4,Nf6,c4,d6,Nf3,Nbd7,2
e4,c5,Nf3,Nc6,Bb5,Qc7,2
e4,c5,Nf3,Nc6,Bb5,Qb6,2
d4,d5,c4,e6,Nf3,c5,2
d4,d5,c4,e6,Nf3,dxc4,2
d4,d5,e3,Nf6,Bd3,e6,2
d4,g6,c4,Nf6,Nc3,Bg7,2
d4,g6,e4,Bg7,Nc3,a6,2
d4,d5,e3,Nf6,Nc3,e6,2
d4,Nf6,Bg5,d5,e3,Ne4,2
d4,d5,e3,Nf6,c4,e6,2
e4,c5,Nf3,d6,c3,Nc6,2
e4,c5,Nf3,Nc6,Bb5,Na5,2
d4,d6,e4,e5,Nf3,exd4,2
d4,g6,Bf4,Bg7,Nf3,d6,2
d4,e6,Nf3,Nf6,Bg5,h6,2
d4,e6,Nf3,Nf6,g3,b6,2
d4,e6,Nf3,b6,e4,Bb7,2
d4,e6,Nf3,c5,c3,Nc6,2
d4,e6,Nf3,c5,c4,cxd4,2
e4,c5,Nf3,e6,b3,d6,2
d4,e6,Nf3,c5,e4,cxd4,2
d4,f5,Bf4,Nf6,e3,e6,2
d4,e6,e4,d5,exd5,exd5,2
d4,e6,Nf3,d5,e3,Nf6,2
d4,e6,Nf3,f5,c4,Nf6,2
d4,e6,Nf3,f5,g3,Nf6,2
d4,e6,c4,Bb4+,Bd2,a5,2
d4,e6,e4,d5,Nc3,Bb4,2
d4,e6,c4,Nf6,Nc3,d5,2
d4,e6,c4,Nf6,Nf3,b6,2
e4,c5,Nf3,Nc6,b4,cxb4,2
d4,e6,c4,c5,d5,d6,2
d4,e6,c4,c5,d5,exd5,2
d4,Nf6,c3,g6,Nf3,Bg7,2
d4,f5,Bg5,g6,Nc3,Bg7,2
d4,e6,Nf3,Nf6,Bf4,d5,2
d4,Nf6,Nf3,e6,g3,c5,2
d4,Nf6,Bf4,e6,Nf3,c5,2
d4,Nf6,c4,d6,Nc3,Bf5,2
d4,d6,e4,Nf6,Nc3,a6,2
d4,Nf6,Bg5,Ne4,Bf4,d6,2
e4,Nc6,Nc3,g6,d4,Bg7,2
d4,d6,e4,g6,Nf3,Nf6,2
d4,Nf6,c4,c5,e3,cxd4,2
d4,Nf6,Bf4,g6,e3,d5,2
d4,Nf6,Nf3,g6,Bg5,Ne4,2
d4,Nf6,Bf4,g6,c3,Bg7,2
d4,f5,c4,Nf6,Nc3,e6,2
d4,e5,dxe5,Nc6,Nf3,Bc5,2
d4,Nf6,Bf4,g6,Nc3,c5,2
d4,f5,Nf3,Nf6,c4,g6,2
d4,f5,Nf3,Nf6,Bg5,Ne4,2
d4,e6,Bf4,d5,e3,Nf6,2
d4,Nf6,Bf4,e6,e3,Be7,2
d4,e6,Nf3,Nf6,Bf4,b6,2
e4,c5,Nf3,e6,b3,b6,2
d4,Nf6,Bf4,e6,Nf3,d5,2
d4,d5,c4,dxc4,e3,Nc6,2
d4,Nf6,Nc3,c5,d5,d6,2
d4,d5,c4,dxc4,Nc3,a6,2
d4,d5,c4,dxc4,Nc3,Nf6,2
e4,c5,Nc3,Nc6,Nge2,Nf6,2
e4,c5,Nc3,e6,Bc4,Nc6,2
d4,d5,Nc3,Nf6,Bf4,Bf5,2
d4,d5,Nc3,Nf6,Bf4,c6,2
e4,c5,Nc3,Nc6,Bc4,g6,2
e4,c5,Nf3,a6,c3,e6,2
d4,d5,Nc3,Nf6,Nf3,Bf5,2
d4,c5,d5,Nf6,c4,e6,2
e4,c5,Nf3,Nf6,Nc3,Nc6,2
e4,c5,Nc3,e6,Nge2,Nf6,2
d4,Nf6,Nf3,d6,Bg5,Nbd7,2
d4,d5,Nc3,c5,e4,dxe4,2
d4,d5,Nc3,c6,Bf4,Nf6,2
e4,c5,Nc3,e6,Nge2,a6,2
e4,c5,Nc3,Nc6,Bb5,a6,2
d4,Nf6,Nf3,c5,c4,cxd4,2
d4,b6,e4,Bb7,Bd3,e6,2
d4,d5,Nf3,Nc6,Bf4,Nf6,2
d4,Nf6,Nf3,c5,c3,e6,2
d4,Nf6,Nf3,c5,c3,d5,2
e4,c5,Be2,Nc6,f4,e6,2
d4,d5,Bg5,Nf6,Bxf6,exf6,2
d4,c5,d5,d6,c4,g6,2
d4,Nf6,Nf3,d5,Bf4,g6,2
e4,c5,Nc3,a6,Nf3,e6,2
d4,Nf6,Nf3,d5,g3,Bf5,2
d4,d5,Bf4,Bf5,e3,a6,2
e4,c5,Nc3,a6,f4,b5,2
d4,d5,Bf4,Nc6,Nf3,Nf6,2
d4,Nf6,Nf3,d5,e3,c5,2
d4,d5,Bf4,Nc6,e3,Nf6,2
d4,d5,Bf4,Nf6,Nc3,a6,2
e4,c5,Nc3,d6,Nge2,g6,2
d4,Nf6,Nf3,d5,e3,Bf5,2
e4,c5,Nc3,a6,Nf3,d6,2
d4,Nf6,Nf3,d5,Bg5,Ne4,2
d4,d5,Bf4,Nf6,Nf3,c5,2
d4,d5,Bf4,Nf6,e3,Nc6,2
d4,c5,e3,e6,Nf3,d5,2
d4,c5,d5,g6,e4,Bg7,2
d4,d5,Bf4,c6,e3,e6,2
e4,c5,Nc3,d6,f4,e6,2
d4,d5,Bf4,e6,e3,Bd6,2
e4,c5,Nf3,a6,Nc3,e6,2
d4,d5,Bf4,e6,e3,c5,2
d4,d5,Nf3,Nc6,c4,e6,2
d4,d5,Nf3,Nc6,e3,Bg4,2
d4,Nf6,Bf4,d5,e3,Bf5,2
d4,d5,c4,c6,Nc3,Bf5,2
d4,d5,c4,Nf6,Nc3,Bf5,2
d4,d5,c4,Nf6,Nc3,Nc6,2
d4,d5,c4,Nf6,Nc3,e6,2
e4,Nc6,Nf3,e5,d4,exd4,2
e4,c5,Ne2,Nc6,d4,cxd4,2
d4,Nf6,Nc3,c5,dxc5,e6,2
e4,Nc6,Nf3,d6,h3,Nf6,2
e4,c5,Ne2,Nf6,Nbc3,Nc6,2
d4,Nf6,Nc3,c5,d5,g6,2
d4,d5,c4,c6,Nc3,e6,2
d4,d5,c4,Bf5,cxd5,Bxb1,2
d4,Nf6,c4,g6,g3,d5,2
e4,Nc6,Nf3,d5,exd5,Qxd5,2
e4,c5,Ne2,d6,g3,d5,2
d4,d5,Bf4,Bf5,Nf3,e6,2
d4,Nf6,c4,g6,f3,c5,2
d4,Nf6,c4,g6,f3,Nc6,2
d4,Nf6,Nf3,e6,c4,h6,2
d4,d5,c4,c6,e3,e6,2
d4,d5,c4,dxc4,Nc3,Nc6,2
e4,Nc6,Nf3,f5,exf5,d5,2
d4,Nf6,e3,g6,Bd3,Bg7,2
d4,Nf6,Nf3,d6,g3,Nbd7,2
d4,Nf6,Nc3,e6,e4,d5,2
e4,c5,Nc3,e6,d4,cxd4,2
d4,Nf6,Nf3,d6,g3,g6,2
d4,d5,Nf3,Nf6,Bf4,Bg4,2
d4,Nf6,Nf3,e6,Bf4,Be7,2
d4,d5,Nf3,Nf6,Bg5,e6,2
d4,Nf6,Nf3,g6,c4,d6,2
d4,Nf6,Nd2,d5,e3,g6,2
e4,c5,Nc3,e6,f4,a6,2
d4,Nf6,Nc3,g6,Bg5,Bg7,2
d4,Nf6,Nc3,e6,Bf4,d5,2
e4,c5,Ne2,Nc6,c4,e5,2
d4,Nf6,g3,d5,Nf3,e6,2
d4,d5,Nf3,Nf6,e3,c6,2
d4,Nf6,Nf3,e6,Bg5,c5,2
e4,c5,Nc3,g6,g3,Nc6,2
e4,c5,Ne2,Nc6,Nbc3,a6,2
d4,d5,Nf3,c6,c4,e6,2
d4,d5,Nf3,e6,Bf4,c5,2
e4,c5,Nf3,Nc6,c3,e6,2
e4,Nf6,e5,Nd5,Nf3,d6,2
d4,b6,c4,Bb7,Nc3,e6,2
d4,d5,Bg5,h6,Bh4,c6,2
c4,g6,Nc3,Bg7,Nf3,Nf6,2
g3,Nf6,Bg2,d5,d3,c6,2
b3,e5,Bb2,Nc6,Nf3,Bd6,2
e4,e5,Nf3,Nc6,Bb5,Nd4,2
e4,e5,Nf3,Nc6,Bb5,Be7,2
b3,e5,Bb2,Nc6,e3,d5,2
b3,e5,Bb2,Nc6,e3,d6,2
Nf3,Nf6,g3,d6,Bg2,e5,2
Nf3,Nf6,g3,d5,c4,e6,2
Nf3,Nf6,g3,d5,c4,d4,2
Nf3,Nf6,g3,d5,c4,c6,2
b4,e5,Bb2,Bxb4,Bxe5,Nf6,2
c3,g6,d4,Bg7,e4,d6,2
c4,Nf6,Nc3,c5,g3,e6,2
c4,Nf6,Nc3,e6,Nf3,Bb4,2
Nf3,Nf6,g3,d5,Bg2,Nbd7,2
c4,Nf6,Nc3,e6,d4,Bb4,2
b3,d5,Bb2,c5,e3,Nc6,2
b3,d5,Bb2,c5,Nf3,Nc6,2
b3,d5,Bb2,Nf6,e3,c5,2
e4,e5,Nf3,Nc6,d3,Bc5,2
e4,g6,d4,c6,Nc3,d5,2
Nf3,g6,g3,Bg7,d4,c5,2
Nf3,g6,g3,Bg7,d4,d6,2
e4,e5,Nf3,Nc6,d4,Nf6,2
Nf3,g6,g3,b6,Bg2,Bb7,2
Nf3,c5,b3,Nc6,Bb2,Nf6,2
e4,e5,Nf3,Nc6,c4,Nf6,2
Nf3,Nf6,g3,e6,Bg2,c5,2
e4,g6,d4,d6,Be3,Bg7,2
e4,g6,d4,d6,Nc3,a6,2
e4,e5,Nf3,Nc6,Nc3,g6,2
Nf3,Nf6,g3,g6,d4,Bg7,2
e4,e5,Nf3,Nc6,Bc4,Nd4,2
Nf3,Nf6,g3,g6,b3,d5,2
e4,e5,Bc4,Nf6,Nc3,Nc6,2
c4,Nf6,Nc3,e6,e4,e5,2
c4,Nf6,Nf3,c6,Nc3,d5,2
e4,d5,exd5,Nf6,c4,e6,2
c4,c5,Nf3,Nc6,Nc3,Nf6,2
c4,c5,Nf3,Nc6,Nc3,g6,2
c4,c5,Nf3,Nc6,b3,e5,2
e4,d5,exd5,Qxd5,Nf3,Nf6,2
c4,c5,Nf3,Nf6,d4,cxd4,2
c4,c5,Nf3,g6,Nc3,Bg7,2
c4,c6,Nc3,d5,cxd5,cxd5,2
c4,c5,Nc3,Nf6,g3,Nc6,2
c4,c6,Nc3,d5,e3,e5,2
e4,d5,exd5,Nf6,Bb5+,Nbd7,2
Nf3,Nf6,d4,e6,Bg5,h6,2
c4,c6,e4,d5,cxd5,cxd5,2
e4,c6,d4,g6,Nc3,Bg7,2
c4,d6,Nc3,e5,g3,f5,2
Nf3,Nf6,d4,e6,g3,d5,2
c4,c5,Nc3,Nc6,g3,d6,2
c4,Nf6,Nf3,e6,d4,b6,2
e4,d6,d4,Nf6,Nc3,Nc6,2
Nf3,Nf6,g3,b5,Na3,a6,2
e4,d6,d4,Nf6,f3,e5,2
Nf3,Nf6,e3,g6,c4,Bg7,2
Nf3,Nf6,e3,g6,b4,Bg7,2
c4,Nf6,g3,c6,Nf3,d5,2
c4,Nf6,g3,e5,Bg2,c6,2
c4,b6,Nc3,Bb7,e4,e5,2
Nf3,Nf6,d4,g6,Bg5,Bg7,2
Nf3,Nf6,e3,d5,c4,e6,2
c4,b6,Nc3,Bb7,e4,e6,2
e4,d6,d4,Nd7,c4,e5,2
f4,d5,Nf3,Nf6,g3,g6,2
e4,d6,Nc3,Nf6,f4,e5,2
c4,c5,Nc3,Nc6,Nf3,e5,2
e4,g6,d4,Bg7,f4,d6,2
Nf3,g6,g3,Bg7,Bg2,d6,2
Nf3,c5,b3,d6,c4,e5,2
Nf3,d5,g3,c6,Bg2,Nd7,2
e4,e5,f4,exf4,Nf3,Nf6,2
Nf3,d5,g3,Nf6,Bg2,Bg4,2
Nf3,d5,c4,e6,e3,Nf6,2
Nf3,d5,g3,Nf6,Bg2,Nc6,2
Nf3,d5,c4,e6,d4,Nf6,2
e4,e5,f4,d5,fxe5,dxe4,2
e4,e6,d3,d5,Qe2,Nc6,2
Nf3,d5,g3,Nc6,d4,Bg4,2
e4,e5,f4,Bc5,Nf3,d6,2
Nf3,d5,g3,g6,d4,Bg7,2
e4,e5,d4,exd4,c3,d5,2
Nf3,d5,c4,d4,b4,f6,2
Nf3,d5,c4,d4,b4,Bg4,2
Nf3,d6,d4,Nf6,Nc3,Bf5,2
Nf3,d5,c4,e6,g3,c5,2
e4,e5,f4,exf4,Nf3,d5,2
Nf3,d5,c4,Nf6,cxd5,Nxd5,2
Nf3,d5,e3,Nf6,c4,c5,2
Nf3,d5,d4,e6,c4,Nf6,2
Nf3,d5,d4,Nf6,e3,c5,2
Nf3,d5,e3,Nf6,b3,Bf5,2
e4,e6,Qe2,c5,g3,Nc6,2
Nf3,d5,e3,Nf6,b3,e6,2
e4,e6,Nc3,d5,exd5,exd5,2
Nf3,d5,e3,Nf6,c4,dxc4,2
e4,e5,f4,exf4,Nf3,d6,2
e4,e6,b3,d5,Bb2,c5,2
Nf3,d5,e3,c5,b3,Nc6,2
e4,e6,d3,c5,g3,Nc6,2
Nf3,d5,g3,Bg4,Ne5,Bf5,2
e4,e6,d3,d5,Nd2,Nc6,2
Nf3,d5,c4,e6,g3,d4,2
e4,e6,d4,d5,Bd3,Nf6,2
Nf3,d5,b3,c6,Bb2,Bf5,2
Nf3,g6,e4,Bg7,d4,c6,2
e4,g6,d4,Bg7,Be3,c6,2
Nf3,c5,e4,d6,d4,cxd4,2
Nf3,f5,d3,Nc6,d4,e6,2
Nf3,f5,d3,d6,e4,e5,2
Nf3,f5,d4,Nf6,c4,d6,2
e4,g6,Nc3,Bg7,g3,c5,2
Nf3,g6,c4,Bg7,Nc3,e5,2
e4,g6,d4,Bg7,Nc3,c5,2
e4,e5,Nf3,d6,Bb5+,c6,2
e4,g6,d4,Bg7,Nf3,c6,2
Nf3,c5,c4,Nf6,Nc3,e6,2
Nf3,g6,d4,Nf6,g3,Bg7,2
Nf3,c5,c4,Nc6,g3,g6,2
Nf3,c5,c4,Nc6,b3,e5,2
e4,g6,d4,Bg7,f4,c6,2
e4,e5,Nf3,d5,Nxe5,Bd6,2
e4,e6,f4,d5,e5,c5,2
e4,e6,d4,d5,Nc3,Be7,2
e4,e5,Nf3,d6,c3,Nf6,2
e4,e5,Qh5,Nc6,Bb5,Nf6,2
Nf3,d5,b3,c5,e3,Nf6,2
Nf3,d5,b3,c5,e3,Nc6,2
e4,e6,d4,d5,Nc3,c5,2
e4,e5,Nf3,d6,d4,Nd7,2
Nf3,d5,b3,Nf6,Bb2,Bf5,2
Nf3,d5,b3,Bg4,e3,e6,2
