,1,2,3,4,5,0
e4,e6,d4,d5,e5,Bb4+,2
Nf3,d5,b3,Bg4,Bb2,Nd7,2
Nf3,c5,g3,g6,c3,Bg7,2
Nf3,c5,g3,d5,Bg2,Nc6,2
e4,e5,Nf3,d6,Bc4,Qe7,2
Nf3,e6,g3,Nf6,Bg2,d5,2
Nf3,e6,g3,b6,Bg2,Bb7,2
e4,c6,d4,d5,f3,dxe4,2
e4,d6,d4,g6,Be3,Bg7,2
d3,d5,f4,g6,Nf3,Bg7,2
Nf3,Nf6,c4,c5,Nc3,b6,2
e4,c5,g3,Nc6,Bg2,g6,2
c4,g6,Nc3,Bg7,g3,e5,2
Nf3,Nf6,c4,e6,e3,b6,2
g3,d5,Nf3,Nd7,d4,Nb6,2
e4,c5,a3,Nc6,b4,e5,2
Nf3,Nf6,c4,d6,d4,g6,2
e4,c5,c3,e6,Nf3,d5,2
e4,c6,c4,e5,Nf3,d6,2
g3,e5,c4,Nf6,Bg2,d5,2
Nf3,Nf6,c4,e6,g3,c5,2
c4,g6,Nc3,Bg7,d4,c5,2
Nf3,Nf6,c4,g6,Nc3,c5,2
c4,e5,g3,Nf6,Nc3,d5,2
Nf3,Nf6,c4,c5,g3,b6,2
c4,e5,Nc3,d6,d4,exd4,2
e4,c6,Nc3,d5,Qf3,e6,2
Nf3,Nf6,c4,e6,d4,d5,2
c4,e5,g3,c6,Bg2,d5,2
e4,c6,Bc4,d5,exd5,cxd5,2
Nf3,Nf6,c4,c5,d4,cxd4,2
g3,d5,Nf3,Nf6,Bg2,c6,2
e4,c6,Nc3,d5,Qf3,Nf6,2
c4,e5,g3,Nc6,Nc3,Bc5,2
c4,e5,g3,Nf6,Bg2,c6,2
e4,c5,c3,d6,Nf3,Nf6,2
c4,e5,g3,Nc6,Bg2,Bc5,2
g3,e5,Bg2,d5,d3,Nf6,2
e4,c6,Nf3,d5,d3,Nd7,2
c4,e5,e3,Nf6,Nc3,Bb4,2
Nf3,Nf6,c4,e6,Nc3,c5,2
c4,e5,d3,Nc6,g3,f5,2
e4,c5,b3,d6,Bb2,Nf6,2
e4,c6,Nf3,d5,e5,Bg4,2
e4,c6,Nf3,d5,e5,c5,2
Nf3,Nf6,c4,g6,Nc3,d6,2
e4,c6,Nf3,d5,Nc3,Nf6,2
c4,e5,g3,d6,Bg2,f5,2
c4,e5,g3,d5,cxd5,Qxd5,2
c4,e6,Nf3,d5,g3,d4,2
d4,Nf6,Bf4,c5,dxc5,Nc6,2
e4,c5,Nf3,e6,g3,g6,2
Nf3,Nc6,d4,d5,c4,e6,2
c4,e6,Nf3,f5,g3,Nf6,2
c4,e5,Nc3,Nc6,g3,Bc5,2
g3,d5,Bg2,e5,d3,Nf6,2
d4,Nf6,Bf4,c5,e3,e6,2
Nf3,Nf6,b3,d5,Bb2,g6,2
e4,c5,d3,Nc6,f4,g6,2
e4,c5,d3,g6,g3,Bg7,2
c4,g6,g3,Bg7,Bg2,Nf6,2
g3,Nf6,Bg2,d5,d3,e5,2
Nf3,Nf6,c4,c6,g3,g6,2
e4,c6,d4,d5,e5,e6,2
c4,e6,g3,d5,Bg2,dxc4,2
Nf3,Nf6,b3,d5,Bb2,Bf5,2
c4,e6,Nf3,Nf6,g3,d5,2
c4,e5,Nc3,Nf6,e4,Bc5,2
c4,e5,Nc3,Nf6,e4,c6,2
c4,e5,Nc3,Nf6,g3,c6,2
c4,e6,Nf3,Nf6,b3,d5,2
Nf3,Nf6,c4,d6,d4,Nbd7,2
c4,e6,Nc3,c5,Nf3,Nf6,2
c4,g6,d4,Nf6,Nc3,Bg7,2
d4,Nf6,Bf4,c5,d5,d6,2
e4,c6,d3,d5,Nf3,dxe4,2
e4,c5,Nf3,g6,Bc4,d6,2
c4,e6,Nc3,d5,d4,c5,2
g3,d5,Nf3,Nf6,Bg2,e6,1
e4,Nf6,Bc4,g6,Nc3,Bg7,1
g3,d5,Nf3,Nf6,c4,e6,1
e4,Nf6,Nc3,e5,Nf3,Bc5,1
e4,Nc6,d4,d5,exd5,Qxd5,1
d4,e6,e4,d5,Nd2,c5,1
e4,Nf6,Nc3,d6,d4,g6,1
e4,e6,d4,d5,Nc3,f5,1
d4,e6,e4,d5,Nd2,Be7,1
e4,Nf6,Nc3,e5,Nf3,Nc6,1
d4,f5,g3,Nf6,Bg2,d6,1
d4,f5,Bf4,Nf6,e3,d6,1
e4,Nc6,Nf3,e6,Nc3,Nf6,1
e4,g6,Nc3,Bg7,Nge2,d6,1
g3,d5,Bg2,e5,c4,dxc4,1
e4,Nc6,Nf3,Nf6,e5,Ng4,1
d4,f5,Bg5,g6,Nc3,d5,1
e4,g6,Nc3,c6,Bc4,d6,1
e4,g6,Nc3,Bg7,g3,d6,1
g3,d5,Bg2,e5,d3,g6,1
e4,Nc6,Nf3,d6,Nc3,g6,1
e4,g6,Nc3,Bg7,d4,d6,1
g3,d5,Bg2,g6,d3,Bg7,1
d4,f5,Bg5,Nf6,Nc3,d5,1
d4,f5,Bf4,e6,e3,d5,1
e4,e6,d4,d5,Nd2,b6,1
e4,e6,f4,d5,exd5,exd5,1
g3,d5,Nf3,Bg4,Bg2,e6,1
e4,e6,d4,d6,Nf3,b6,1
g3,d5,Nf3,c6,Bg2,g6,1
e4,Nc6,Nf3,e5,Bb5,Nge7,1
d4,f5,Bf4,Nf6,c3,d5,1
e4,e6,d4,d5,c4,dxe4,1
e4,Nc6,Nf3,e5,Bc4,Nf6,1
d4,e6,g3,f5,Bg2,Nf6,1
d4,e6,g3,Nf6,c4,d5,1
e4,Nf6,d3,Nc6,Nf3,d6,1
e4,b6,d4,Bb7,Bd3,Nf6,1
e4,Nf6,d3,d5,e5,Nfd7,1
e4,c5,Bc4,e6,Nc3,Nc6,1
g3,e5,c4,Nf6,Bg2,Bc5,1
g3,e5,c4,Nf6,Bg2,Nc6,1
e4,e6,d3,d5,Nd2,b6,1
e4,c5,Bc4,e6,Nf3,Nc6,1
e4,c5,Bc4,e6,Nf3,d5,1
d4,e6,e3,d5,f4,Nf6,1
g3,e5,c4,c6,d4,e4,1
g3,g6,Bg2,Bg7,Nf3,Nf6,1
g3,g6,Bg2,Bg7,d4,c5,1
g3,g6,Bg2,Bg7,e4,c5,1
d4,e6,e3,d5,a3,Bd6,1
d4,e6,e3,d5,Bd3,Nf6,1
e4,e6,d3,c5,Nc3,Nc6,1
e4,c5,Bc4,e6,a3,Nf6,1
e4,e6,c4,d5,cxd5,exd5,1
g4,d5,Bg2,Bxg4,c4,Nf6,1
e4,e6,b3,d5,Bb2,d4,1
d4,e6,e3,Nf6,Nf3,Nc6,1
d4,e6,e3,Nf6,Bd3,b6,1
e4,c5,Bc4,e6,a3,Qc7,1
e4,e6,b3,d5,Bb2,Nf6,1
g4,d5,Bg2,Bxg4,c4,e6,1
e4,c5,Bc4,g6,d4,Bg7,1
g4,d5,Bg2,c6,g5,e5,1
e4,e6,Qe2,c5,f4,Nc6,1
e4,e6,Qe2,c5,Nf3,g6,1
g4,d5,e3,e5,Bg2,c6,1
e4,c5,Bd3,Nc6,Nf3,d6,1
g4,e5,Bg2,d5,e4,Nf6,1
e4,e6,d3,d5,Nd2,e5,1
e4,c5,Bc4,d6,d3,a6,1
g3,d5,Nf3,g6,c4,dxc4,1
g3,e5,c4,Nc6,Bg2,g6,1
g3,e5,Bg2,Nf6,d3,d5,1
e4,e6,d4,d5,Bd3,c5,1
e4,Nf6,e5,Nd5,d4,Nb6,1
g3,e5,Bg2,d5,Nf3,Bd6,1
e4,a6,a3,g6,d4,h6,1
e4,b6,Nc3,Bb7,Nf3,e6,1
e4,e6,d4,c5,c3,Nf6,1
e4,e6,d4,b6,Bd3,Bb7,1
e4,e6,d4,Nf6,Nd2,Nc6,1
e4,b6,Nc3,Bb7,g3,g6,1
e4,b6,c4,Bb7,Nc3,e6,1
e4,g6,d4,Bg7,c4,d6,1
d4,e6,e4,d5,Bd3,dxe4,1
e4,e6,d4,Nf6,Nc3,Nc6,1
e4,b6,d4,Bb7,Bd3,d6,1
g3,e5,Bg2,d5,d3,Be6,1
e4,b6,d4,Bb7,Bd3,g6,1
e4,e6,d4,Nc6,c3,d6,1
e4,b6,d4,e6,Bd3,Bb7,1
e4,e6,d3,d6,Qe2,c6,1
e4,b6,d4,e6,c4,Bb7,1
e4,c5,Bc4,Nc6,Nf3,d6,1
g3,e5,Bg2,g6,d3,Bg7,1
e4,c5,Bc4,Nc6,Nf3,e6,1
g3,e5,c4,Nc6,Bg2,Bc5,1
e4,c5,Bc4,Nf6,Nf3,Nxe4,1
e4,e6,d3,d5,exd5,exd5,1
d4,e6,e4,d5,Bd3,c5,1
e4,c5,Bc4,d6,Nf3,e6,1
d4,f5,Bg5,g6,h4,h6,1
d4,f5,Nc3,Nf6,e4,fxe4,1
d4,f5,Bg5,h6,Bh4,c5,1
g3,c5,Bg2,Nc6,d3,e5,1
d4,g6,Nf3,Nf6,g3,Bg7,1
d4,g6,c4,Bg7,Nc3,Nf6,1
g3,Nf6,Bg2,g6,e4,d6,1
g3,Nf6,f4,c5,Bg2,d6,1
f4,d5,Nf3,c5,e3,Nc6,1
g3,Nf6,f4,d5,Bg2,Nc6,1
d4,g6,c4,Bg7,Nc3,c6,1
f4,d5,Nf3,Nf6,g3,c5,1
d4,g6,c4,Bg7,Nc3,e6,1
f4,d5,Nf3,Nf6,g3,Bf5,1
f4,d5,Nf3,Nf6,e3,Nc6,1
f4,d5,Nf3,Nf6,e3,Bf5,1
d4,g6,c4,Bg7,Nf3,f5,1
f4,d5,Nf3,Nc6,e3,Nf6,1
d4,g6,Nf3,Nf6,Bf4,Bg7,1
f4,d5,Nf3,Nc6,d4,Nf6,1
d4,g6,c4,Bg7,g3,d6,1
g3,c5,Bg2,Nc6,d3,g6,1
f4,d5,Nf3,Bg4,e3,Nd7,1
f4,c5,e4,d6,Nc3,g6,1
d4,g6,e4,Bg7,Nf3,c5,1
e4,e6,Qe2,Be7,d3,d5,1
f4,c5,Nf3,g6,e3,Bg7,1
f4,c5,Nf3,d6,b3,Nf6,1
d4,g6,e4,Bg7,Nf3,e6,1
d4,g6,e4,Bg7,c3,d6,1
f4,c5,Nf3,Nf6,g3,g6,1
d4,g6,e4,Bg7,c4,e6,1
d4,g6,Nf3,Nf6,Nbd2,Bg7,1
d4,g6,Nf3,Bg7,g3,f5,1
f4,c5,Nf3,Nc6,b3,Nf6,1
d4,f5,c4,d6,Nf3,Nf6,1
g3,Nf6,Bg2,d5,c4,dxc4,1
d4,f5,g4,fxg4,h3,g3,1
d4,g6,Bf4,Bg7,Nc3,Nf6,1
g3,Nf6,Bg2,d5,Nf3,g6,1
d4,f5,e3,Nf6,b3,d6,1
d4,g6,Bg5,Bg7,Nf3,d6,1
g3,Nf6,Bg2,d5,Nf3,c6,1
g3,Nf6,Bg2,d5,Nf3,c5,1
d4,g6,Nc3,Bg7,Bf4,d6,1
f4,g6,Nf3,Bg7,g3,b5,1
d4,g6,Nf3,Bg7,Bf4,Nf6,1
f4,g6,Nf3,Bg7,c4,Nf6,1
f4,e6,Nc3,d5,e3,Nf6,1
d4,g6,Nf3,Bg7,Bg5,c5,1
d4,f5,c4,Nf6,d5,e5,1
d4,g6,Nf3,Bg7,Bg5,d6,1
d4,g6,Nf3,Bg7,c3,d6,1
d4,g6,Nf3,Bg7,c4,c5,1
f4,e5,fxe5,d6,exd6,Bxd6,1
f4,e5,fxe5,d6,Nf3,Nc6,1
g3,Nf6,Bg2,g6,Nf3,Bg7,1
d4,g6,Nf3,Bg7,c4,d6,1
d4,g6,Nf3,Bg7,e4,c6,1
f4,e5,e4,exf4,Nf3,Bd6,1
f4,d6,Nf3,h6,e4,Nf6,1
f4,d5,d3,Nf6,Nf3,g6,1
d4,f5,c4,Nf6,g3,e6,1
g3,Nf6,Bg2,g6,d3,Bg7,1
d4,g6,e4,Bg7,g3,d6,1
d4,g6,e4,c6,Nc3,d5,1
g3,d5,Bg2,e5,Nf3,Bd6,1
e4,g6,d4,d6,Nf3,Nf6,1
e3,e5,Qf3,e4,Qxe4+,Qe7,1
f4,Nf6,Nf3,d6,b3,e5,1
f4,Nf6,Nf3,d5,b3,c5,1
d4,f5,Nc3,d6,Nf3,Nf6,1
f4,Nc6,Nf3,d6,e3,e5,1
d4,f5,Nc3,d5,Bg5,c6,1
e4,g6,h4,d5,exd5,Qxd5,1
e3,e5,c4,Nf6,a3,c6,1
e4,g6,d4,d6,g3,Bg7,1
e3,e5,d3,d5,Qf3,Nf6,1
e3,e5,e4,f5,Nc3,Nf6,1
e3,e6,Nc3,Nc6,d4,d5,1
e3,e6,d4,d5,Nc3,Nf6,1
d4,f5,e4,fxe4,Nc3,d5,1
f4,Nf6,Nf3,d6,g3,Nbd7,1
e4,g6,d4,d6,Nf3,Bg7,1
d4,f5,Nc3,Nf6,Nf3,e6,1
g3,d5,Bg2,Nf6,Nf3,e6,1
e4,Na6,d4,d6,Bxa6,bxa6,1
g3,d5,Bg2,Nf6,Nf3,g6,1
g3,d5,Bg2,Nf6,d3,Nc6,1
g3,d5,Bg2,Nf6,d3,c5,1
d4,f5,Bg5,h6,Bh4,g5,1
e4,g6,d4,Bg7,f4,d5,1
e4,Nc6,Bb5,g6,d4,Bg7,1
e4,Nc6,Nc3,d6,Bc4,Nf6,1
g3,d5,Bg2,Nf6,f4,c6,1
g3,d5,Bg2,Nf6,f4,g6,1
g3,c5,c4,Nc6,Nc3,g6,1
f4,Nf6,Nf3,e6,g3,d5,1
d4,g6,e4,c6,Nf3,d5,1
e3,Nf6,g3,g6,Bg2,Bg7,1
d4,g6,e4,d6,Bd3,Bg7,1
f4,b6,e4,Bb7,Nc3,Nf6,1
g3,c5,Bg2,Nc6,e4,g6,1
d4,g6,e4,d6,Nc3,Bg7,1
f4,b5,e4,a6,Nf3,Bb7,1
d4,g6,e4,d6,Nc3,a6,1
d4,g6,e4,d6,Nf3,Bg7,1
d4,g6,g3,Bg7,Bg2,Nf6,1
d4,g6,g3,Bg7,Bg2,d5,1
e3,Nf6,Nf3,c5,d4,e6,1
e3,Nf6,a3,g6,g3,Bg7,1
g3,c5,Bg2,Nc6,f4,g6,1
e3,Nf6,b3,g6,Bb2,Bg7,1
e3,d5,d3,Nf6,h3,Bf5,1
g3,c5,Bg2,g6,c3,Bg7,1
e3,d5,d4,Bf5,Nf3,Nf6,1
e3,d5,d4,Nf6,Nf3,g6,1
e3,d6,c3,e5,e4,Nf6,1
e3,e5,Nc3,Nc6,Nf3,Nf6,1
e3,e5,Nc3,d5,Nf3,Nc6,1
e3,e5,Nc3,d5,d4,exd4,1
e3,e5,Nf3,Nc6,Bc4,Bc5,1
d4,f5,c4,Nf6,Bg5,e6,1
d4,f5,Qd3,d5,c4,Nf6,1
f4,Nh6,Nf3,d5,e3,Bg4,1
f4,Nf6,Nf3,g6,g3,Bg7,1
e3,e5,Qf3,Nf6,Bd3,d5,1
d4,f5,Nf3,Nf6,g3,d6,1
e4,e6,Qe2,Ne7,d4,d5,1
e4,c5,Nf3,e6,d3,g6,1
e4,c5,Be2,Nc6,d3,d5,1
e4,c5,Nf3,Nc6,d3,d6,1
e4,c6,d4,d5,exd5,Qxd5,1
e4,c5,Nf3,Nc6,g3,g6,1
e4,c5,Nf3,Nc6,g3,d6,1
e4,c5,Nf3,Nc6,g3,Nf6,1
e4,c6,d4,g6,Nc3,d5,1
e4,c6,d4,g6,Nf3,d5,1
e4,c6,e5,d5,exd6,exd6,1
e4,c6,f4,d5,exd5,cxd5,1
e4,c5,Nf3,Nc6,c4,Nf6,1
e4,d5,Nc3,dxe4,Nxe4,Bf5,1
e4,d5,Nc3,dxe4,Nxe4,Qd5,1
e4,d5,Nf3,Bg4,exd5,Qxd5,1
e4,c5,Nf3,Nc6,d3,d5,1
e4,d5,Nf3,dxe4,Ng5,e5,1
e4,d5,e5,Bf5,Nf3,h6,1
e4,d5,e5,Bf5,d4,e6,1
e4,c6,d4,d5,e5,g6,1
e4,c5,Nf3,Nf6,Nc3,d6,1
e4,c5,Nf3,Nf6,d3,d5,1
e4,c6,d4,d5,Nc3,e6,1
e4,c5,Nf3,a6,c3,d6,1
e4,c6,Qg4,d5,Qg3,Nf6,1
e4,c5,Nf3,a6,c3,b5,1
e4,c6,c3,d5,e5,Bf5,1
e4,c6,c4,Nf6,Nc3,e6,1
e4,c6,c4,d5,exd5,Nf6,1
e4,c6,d3,d5,Nd2,Nf6,1
e4,c5,Nf3,a6,c3,Nf6,1
e4,c5,Nf3,a6,Nc3,b5,1
e4,c6,d3,d5,Nd2,Qc7,1
e4,c5,Nf3,a6,Nc3,Nc6,1
e4,c6,d3,d5,Nd2,dxe4,1
e4,c6,d3,e5,f4,d5,1
e4,c6,d4,d5,Nc3,a6,1
e4,c5,Nf3,a6,Be2,Nf6,1
e4,c5,Nf3,Nc6,c4,d6,1
e4,c5,Nf3,Nc6,c3,g6,1
e4,c5,Nf3,a6,c4,g6,1
e4,d6,d4,Nf6,f3,e6,1
e4,d6,Nf3,Nf6,Nc3,e5,1
e4,c5,Nf3,Nc6,Nc3,b6,1
e4,c5,Nf3,Nc6,Nc3,a6,1
e4,d6,d4,Nf6,Bd3,Nbd7,1
e4,d6,d4,Nf6,Nd2,Nbd7,1
e4,d6,d4,Nf6,Nd2,Nc6,1
e4,d6,d4,Nf6,f3,Nbd7,1
e4,d6,d4,Nf6,f3,g6,1
e4,d5,exd5,Nf6,Bc4,Nxd5,1
e4,d6,d4,e5,Nf3,Nc6,1
e4,d6,d4,e5,Nf3,exd4,1
e4,d6,d4,g6,Nf3,Nf6,1
e4,d6,d4,g6,g3,Bg7,1
e4,e5,Bc4,Bc5,Nf3,Nc6,1
e4,e5,Bc4,Bc5,Nf3,d6,1
e4,e5,Bc4,Bc5,Qh5,Nf6,1
e4,d6,Nf3,Nd7,Bc4,e6,1
e4,d6,Nc3,g6,g3,Bg7,1
e4,d6,Nc3,e5,f4,exf4,1
e4,d6,Nc3,e5,d4,exd4,1
e4,d5,exd5,Nf6,Be2,Nxd5,1
e4,d5,exd5,Nf6,d4,Bf5,1
e4,c5,Nf3,Nc6,c3,e5,1
e4,d5,exd5,Nf6,d6,cxd6,1
e4,d5,exd5,Qxd5,Nf3,Qa5,1
e4,d5,exd5,Qxd5,c4,Qd6,1
e4,d5,exd5,Qxd5,d4,Nc6,1
e4,d5,exd5,c6,dxc6,Nxc6,1
e4,d5,exd5,e5,dxe6,Bxe6,1
e4,d5,f3,dxe4,fxe4,e5,1
e4,d6,Bc4,Nf6,Nc3,g6,1
e4,d6,Nc3,Nf6,f4,c5,1
e4,d6,Nc3,Nf6,g3,g6,1
e4,d6,Nc3,c5,Nf3,Nc6,1
e4,c5,Nf3,Nc6,b4,Nxb4,1
e4,c6,Nf3,d5,e5,Bf5,1
e4,c5,Nf3,a6,g3,Nc6,1
e4,e6,Nf3,c5,d4,cxd4,1
e4,c5,b3,e6,Bb2,d5,1
e4,c5,a3,e6,b4,cxb4,1
e4,c5,b3,Nc6,Bb2,Nf6,1
e4,c5,b3,Nc6,Bb2,e5,1
e4,c5,b3,Nc6,Bb2,e6,1
e4,c5,b3,Nf6,e5,Nd5,1
e4,c5,Nf3,e6,Nc3,d6,1
e4,c5,Nf3,e6,Nc3,d5,1
e4,c5,b4,cxb4,a3,e5,1
e4,c5,c3,e6,Nf3,Nc6,1
e4,c5,b4,e6,bxc5,Bxc5,1
e4,c5,Nf3,e6,Bd3,Nc6,1
e4,c5,Nf3,e6,Bc4,d5,1
e4,c5,Nf3,d6,g3,g6,1
e4,c5,Nf3,d6,g3,Nf6,1
e4,c5,Nf3,d6,g3,Nc6,1
e4,c5,Nf3,d6,d4,e5,1
e4,c5,a3,d6,b4,b6,1
e4,c5,a3,d5,exd5,Qxd5,1
e4,c5,a3,Nc6,b4,cxb4,1
e4,c5,Qh5,d6,e5,g6,1
e4,c5,Nf3,e6,d4,Nc6,1
e4,c5,Nf3,e6,g3,Nf6,1
e4,c5,Nf3,e6,d3,Nf6,1
e4,c5,Nf3,e6,g3,a6,1
e4,c5,Nf3,e6,c4,d5,1
e4,c5,Nf3,e6,c4,b6,1
e4,c5,Nf3,g6,Bb5,a6,1
e4,c5,Nf3,g6,Bc4,e6,1
e4,c5,Nf3,e6,c3,Nc6,1
e4,c5,Nf3,g6,Nc3,Bg7,1
e4,c5,Nf3,g6,g3,Bg7,1
e4,c5,Nf3,g6,h4,Bg7,1
e4,c5,Nf3,g6,h4,h5,1
e4,c5,Nh3,d5,Na3,Bxh3,1
e4,c5,Qh5,d6,Bb5+,Bd7,1
e4,c5,c3,e5,d4,cxd4,1
e4,c5,Nf3,d6,d3,e5,1
e4,c5,Nf3,a6,g3,b5,1
e4,c6,Nc3,d5,Qe2,d4,1
e4,c5,d4,e6,Nf3,cxd4,1
e4,c5,e5,Nc6,d4,cxd4,1
e4,c5,f3,e6,d4,cxd4,1
e4,c5,f4,Nc6,Nc3,e5,1
e4,c5,f4,e6,Nf3,Nc6,1
e4,c6,Bc4,d5,Bb3,dxe4,1
e4,c6,Nc3,d5,Nf3,a6,1
e4,c5,Nf3,d5,exd5,Qxd5,1
e4,c5,Nf3,d6,d3,Nc6,1
e4,c6,Nc3,d5,Qf3,d4,1
e4,c5,Nf3,d5,exd5,Nf6,1
e4,c6,Nc3,d5,Qf3,dxe4,1
e4,c5,Nf3,b6,d4,cxd4,1
e4,c5,Nf3,b6,Bc4,e6,1
e4,c6,Nc3,d5,f4,dxe4,1
e4,c5,Nf3,a6,g3,e6,1
e4,c5,d4,cxd4,c3,e5,1
e4,c5,d4,cxd4,Qxd4,Nc6,1
e4,c5,d4,cxd4,Nf3,Nc6,1
e4,c5,d3,g6,g3,d5,1
e4,c5,Nf3,d6,c4,g6,1
d4,e6,c4,d6,Nf3,h6,1
e4,c5,c4,Nc6,Nf3,g6,1
e4,c5,c4,Nc6,d3,Nf6,1
e4,c5,c4,Nc6,d3,g6,1
e4,c5,Nf3,d6,c4,Nc6,1
e4,c5,c4,d6,Nc3,Nf6,1
e4,c5,d3,Nc6,Nd2,d6,1
e4,c5,d3,Nc6,Nf3,g6,1
e4,c5,d3,Nc6,g3,d6,1
e4,c5,Nf3,d6,Nc3,e5,1
e4,c5,d3,d5,Nd2,Nc6,1
e4,c5,d3,d6,Nd2,Nc6,1
e4,c5,d3,e6,f4,d5,1
e4,c5,d3,g6,Nf3,Bg7,1
e4,e5,Bc4,Nc6,Nc3,Nf6,1
e4,e5,Bc4,Nc6,Nf3,Nf6,1
e4,e5,Bc4,Nc6,d3,Bc5,1
e4,e5,d3,Bc5,Be3,Bb6,1
e4,e5,Nh3,d6,Bd3,Bxh3,1
e4,e5,Qe2,Nc6,Qb5,Nf6,1
e4,e5,Qh5,Nc6,Bc4,g6,1
e4,e5,Qh5,Nf6,Qxe5+,Be7,1
e4,c5,Nc3,a6,Nf3,b5,1
e4,e5,Qh5,g6,Qxe5+,Qe7,1
e4,e5,c4,Nf6,Nc3,Nc6,1
e4,e5,d3,Nc6,Be2,Nf6,1
e4,c5,Nc3,Nc6,g3,d6,1
e4,e5,d3,Nc6,Nd2,Nf6,1
e4,c5,Nf3,e6,d3,d6,1
e4,e5,d3,Nf6,f4,d6,1
e4,e5,d3,d5,Qh5,Nc6,1
e4,c5,Nc3,Nc6,h3,g6,1
e4,e5,d4,Qh4,Nc3,exd4,1
e4,e5,d4,d6,dxe5,dxe5,1
e4,e5,Nf3,f6,Bc4,Qe7,1
e4,c5,Nc3,a6,Nge2,b5,1
e4,c5,Nc3,a6,Nge2,e6,1
e4,e5,Nf3,f6,Bc4,Ne7,1
e4,c5,Nc3,d6,Nge2,Nc6,1
e4,c5,Nc3,d6,Nf3,Nc6,1
e4,c5,Nc3,d6,Bc4,e6,1
e4,e5,Nf3,d6,Bc4,h6,1
e4,c5,Nc3,d6,Bc4,Nc6,1
e4,e5,Nf3,d6,Nc3,Be6,1
e4,e5,Nf3,d6,Nc3,Be7,1
e4,e5,Nf3,d6,b3,Nf6,1
e4,c5,Nc3,b6,Nf3,Bb7,1
e4,c5,Nc3,a6,g3,g6,1
e4,e5,Nf3,d6,d4,Nc6,1
e4,c5,Nc3,a6,g3,Nc6,1
e4,e5,Nf3,d6,d4,Nf6,1
e4,e5,Nf3,f5,Nc3,fxe4,1
e4,c5,Nc3,a6,a4,Nc6,1
e4,c5,Nc3,Nc6,g3,e6,1
e4,e5,d4,exd4,Bc4,c5,1
e4,e5,Bc4,Nc6,d3,Nf6,1
e4,e6,Nc3,d5,d4,Bb4,1
e4,e5,f4,exf4,Nf3,Qe7,1
e4,c5,Nc3,Nc6,Bc4,e6,1
e4,c5,Nc3,Nc6,Bc4,e5,1
e4,e5,f4,exf4,Nf3,f5,1
e4,e6,Bc4,d5,Bb5+,c6,1
e4,c5,Nc3,Nc6,Bb5,e6,1
e4,e6,Nc3,d5,Qf3,dxe4,1
e4,e6,Nc3,d5,d4,Nf6,1
e4,c5,Nc3,Nc6,g3,a6,1
e4,c5,Nc3,Nc6,Bb5,Nf6,1
e4,c5,Be2,d6,f4,e6,1
e4,c5,Be2,d6,f4,Nc6,1
e4,e6,Nf3,Nc6,Bc4,h6,1
e4,c5,Be2,Nc6,f4,d6,1
e4,e6,Nf3,Nf6,Nc3,b6,1
e4,e6,Nf3,b6,d4,Bb7,1
e4,e5,f4,exf4,Nf3,Bd6,1
e4,c5,Nc3,Nc6,Nf3,Nf6,1
e4,c5,Nc3,Nc6,Nf3,a6,1
e4,c5,Nc3,Nc6,Nf3,d6,1
e4,c5,Nc3,Nc6,g3,Rb8,1
e4,e5,d4,exd4,Nf3,Nc6,1
e4,e5,d4,exd4,Nf3,c5,1
