,1,2,3,4,5,0
Nf3,d5,b3,c5,e3,a6,1
Nf3,d5,b3,c5,Bb2,f6,1
Nf3,d5,b3,c5,Bb2,Nc6,1
Nf3,d5,c4,dxc4,Na3,Nf6,1
Nf3,d5,b3,Nf6,Bb2,c6,1
Nf3,d5,b3,Nf6,Bb2,c5,1
Nf3,d5,b3,Nf6,Bb2,Nc6,1
Nf3,d5,b3,Nc6,Bb2,Nf6,1
Nf3,d5,b3,Bg4,Ne5,Bh5,1
Nf3,d5,b3,Bg4,Bb2,Bxf3,1
Nf3,c6,b3,d5,Bb2,f6,1
Nf3,c5,g3,g6,c3,b6,1
Nf3,c5,g3,b6,Bg2,Bb7,1
Nf3,c5,g3,Nf6,Bg2,g6,1
Nf3,c5,g3,Nf6,Bg2,e6,1
Nf3,c5,g3,Nc6,d4,cxd4,1
Nf3,d5,c4,dxc4,Na3,Nc6,1
Nf3,d5,c4,dxc4,e3,Nf6,1
Nf3,d5,e3,Nf6,b3,Bg4,1
Nf3,d5,d4,Nf6,Bf4,g6,1
Nf3,d5,e3,Nc6,c4,dxc4,1
Nf3,d5,e3,Bg4,c4,c6,1
Nf3,d5,d4,e6,e3,Nf6,1
Nf3,d5,d4,e6,c4,a6,1
Nf3,d5,d4,e6,Bf4,c5,1
Nf3,d5,d4,c5,e3,cxd4,1
Nf3,d5,d4,c5,e3,Nc6,1
Nf3,d5,d4,c5,c3,Nc6,1
Nf3,d5,d4,Nf6,g3,e6,1
Nf3,d5,d4,Nf6,c4,Bf5,1
Nf3,d5,d4,Nf6,c3,Bf5,1
Nf3,d5,d4,Nf6,b3,Bf5,1
Nf3,d5,d4,Nf6,Bf4,e6,1
Nf3,d5,c4,e6,b3,Be7,1
Nf3,d5,d4,Nc6,c4,Nf6,1
Nf3,d5,d4,Bf5,e3,Nf6,1
Nf3,d5,d4,Bf5,c4,c6,1
Nf3,d5,d3,c6,Nbd2,Nd7,1
Nf3,d5,d3,c5,Nbd2,Nc6,1
Nf3,d5,d3,Nf6,c4,e6,1
Nf3,d5,d3,Nf6,Nbd2,e6,1
Nf3,d5,d3,Nf6,Nbd2,Bg4,1
Nf3,d5,d3,Nf6,Nbd2,Bf5,1
Nf3,d5,c4,e6,g3,a6,1
Nf3,d5,c4,e6,e3,Bd7,1
Nf3,d5,c4,e6,b3,Nf6,1
c4,e6,Nc3,Nf6,d4,d5,1
c4,e6,Nc3,Nf6,g3,d5,1
d4,e6,c4,d5,cxd5,exd5,1
d4,d5,c4,e6,Nc3,dxc4,1
d4,d5,Nf3,e6,c4,a6,1
d4,d5,Nf3,e6,c4,Bb4+,1
d4,d5,Nf3,e6,Nbd2,c5,1
d4,d5,Nf3,e6,Bg5,Be7,1
d4,d5,Nf3,e6,Bf4,f5,1
d4,d5,Nf3,c6,g3,Nf6,1
d4,d5,Nf3,c6,g3,Bf5,1
d4,d5,Nf3,c6,e3,Nf6,1
d4,d5,Nf3,c6,c4,Bf5,1
d4,d5,Nf3,c6,Nbd2,Nf6,1
d4,d5,Nf3,c6,Bf4,Nd7,1
d4,d5,Nf3,c6,Bf4,Bf5,1
d4,d5,Nf3,c5,e3,Nc6,1
d4,d5,Nf3,c5,c4,dxc4,1
d4,d5,Nf3,c5,c3,cxd4,1
d4,d5,Nf3,a6,Bf4,e6,1
d4,d5,Nf3,Nf6,g3,g6,1
d4,d5,Nf3,Nf6,g3,c5,1
d4,d5,Nf3,Nf6,g3,Nbd7,1
d4,d5,Nf3,Nf6,g3,Bg4,1
d4,d5,Nf3,Nf6,e3,c5,1
d4,d5,Nf3,Nf6,e3,Nc6,1
d4,d5,Nf3,Nf6,c3,h6,1
d4,d5,Nf3,Nf6,Bg5,h6,1
d4,d5,Nf3,Nf6,Bg5,c6,1
d4,d5,Nf3,Nf6,Bf4,Nc6,1
d4,d5,Nf3,Nd7,e3,Ngf6,1
d4,d5,Nf3,e6,c4,c5,1
d4,d5,Nf3,e6,c4,f5,1
d4,d5,Nf3,e6,g3,Nf6,1
d4,d5,c4,c5,Nf3,Bf5,1
d4,d5,c4,e5,dxe5,Ne7,1
d4,d5,c4,e5,Nc3,dxc4,1
d4,d5,c4,dxc4,e4,g6,1
d4,d5,c4,dxc4,e4,e6,1
d4,d5,c4,dxc4,e3,g6,1
d4,d5,c4,dxc4,e3,Be6,1
d4,d5,c4,dxc4,Nf3,e6,1
d4,d5,c4,dxc4,Nf3,c5,1
d4,d5,c4,c6,g3,Nf6,1
d4,d5,c4,c6,Qc2,Nf6,1
d4,d5,c4,c6,Nd2,Nf6,1
d4,d5,c4,c5,dxc5,e6,1
d4,d5,c4,Nf6,e3,e6,1
d4,d5,Nf3,e6,g3,c5,1
d4,d5,c4,Nf6,cxd5,Qxd5,1
d4,d5,c4,Nf6,Nf3,Nc6,1
d4,d5,c4,Nf6,Nf3,Bf5,1
d4,d5,c4,Nc6,Nf3,Nf6,1
d4,d5,c4,Nc6,Nc3,dxc4,1
d4,d5,c4,Nc6,Nc3,Nf6,1
d4,d5,c4,Na6,Nc3,Nf6,1
d4,d5,c4,Bf5,Nc3,Nf6,1
d4,d5,c3,Nf6,Nf3,Bf5,1
d4,d5,Nf3,h6,c4,c6,1
d4,d5,Nf3,g6,e3,Bg7,1
d4,d5,Nf3,f6,e3,Nc6,1
d4,d5,Nf3,Nc6,g3,Nf6,1
d4,d5,Nf3,Nc6,g3,Bg4,1
d4,d5,Nf3,Nc6,c4,e5,1
d4,d5,Bf4,Na6,e3,Nf6,1
d4,d5,Bf4,c6,Nf3,Qb6,1
d4,d5,Bf4,c5,e3,Qb6,1
d4,d5,Bf4,c5,e3,Nf6,1
d4,d5,Bf4,c5,dxc5,e6,1
d4,d5,Bf4,c5,Nf3,Nc6,1
d4,d5,Bf4,Nf6,Nf3,a6,1
d4,d5,Bf4,Nf6,Nf3,Nh5,1
d4,d5,Bf4,Nf6,Nf3,Bg4,1
d4,d5,Bf4,Nc6,e3,e6,1
d4,d5,Bf4,Nc6,e3,a6,1
d4,d5,Bf4,Nc6,e3,Bf5,1
d4,d5,Bf4,Nc6,Nf3,Bf5,1
d4,d5,Bf4,Bf5,e3,g6,1
d4,d5,Bf4,e6,Nf3,Bd6,1
d4,d5,Bf4,Bf5,e3,c6,1
d4,d5,Bf4,Bf5,e3,Nc6,1
d4,d5,Bf4,Bf5,c4,e6,1
d4,d5,Bf4,Bf5,Nf3,c6,1
d4,c6,c4,d5,cxd5,cxd5,1
d4,c6,c4,d5,Nf3,Bf5,1
d4,c6,c4,d5,Nc3,Nf6,1
d4,c6,c4,Nf6,Nf3,d5,1
d4,c6,Nf3,d5,c4,Nf6,1
d4,c6,Bf4,d5,e3,Nf6,1
d4,c5,e3,e6,c3,Nf6,1
d4,c5,e3,d5,Nf3,Nc6,1
d4,d5,Bf4,c6,e3,Bf5,1
d4,d5,Bf4,e6,Nf3,Nf6,1
d4,d5,Nf3,Nc6,c4,dxc4,1
d4,d5,Nc3,Bf5,Bf4,e6,1
d4,d5,Nf3,Nc6,c4,Nf6,1
d4,d5,Nf3,Nc6,c3,Bg4,1
d4,d5,Nf3,Bg4,e3,Nf6,1
d4,d5,Nf3,Bf5,e3,Nf6,1
d4,d5,Nf3,Bf5,e3,Nc6,1
d4,d5,Nf3,Bf5,c4,dxc4,1
d4,d5,Nc3,e6,Bf4,c5,1
d4,d5,Nc3,c5,Bf4,Nc6,1
d4,d5,Nc3,Nf6,Nf3,e6,1
d4,d5,Nc3,Nf6,Bg5,h6,1
d4,d5,Nc3,Nf6,Bg5,e6,1
d4,d5,Nc3,Nf6,Bg5,Bf5,1
d4,d5,Nc3,Bf5,Bf4,c6,1
d4,d5,Bf4,e6,Nf3,c5,1
d4,d5,Nc3,Bf5,Bf4,c5,1
d4,d5,Bg5,h6,Bh4,g5,1
Nc3,Nf6,d4,d5,Bf4,Bf5,1
d4,d5,Bg5,h6,Bh4,c5,1
d4,d5,Bg5,h6,Bf4,Nc6,1
d4,d5,Bg5,Nf6,e3,c5,1
d4,d5,Bg5,Nc6,e3,Be6,1
d4,d5,Bg5,Nc6,Nf3,h6,1
d4,d5,Bg5,Nc6,Nf3,Bf5,1
d4,d5,Bg5,Bg4,c4,h6,1
d4,d5,Bf4,f6,Nf3,Bf5,1
d4,d5,Bf4,e6,c3,Bd6,1
d4,d5,c4,e5,e3,exd4,1
d4,d5,c4,e6,Nf3,Nd7,1
c4,e6,Nc3,b6,e4,Bb7,1
d4,d5,c4,e6,Nf3,f5,1
d4,e6,Bf4,c5,e3,Nc6,1
d4,e6,Bf4,c5,c3,cxd4,1
d4,e6,Bf4,b6,e4,Bb7,1
d4,e6,Bf4,b6,e3,Bb7,1
d4,e6,Bf4,Nf6,e3,c5,1
d4,e6,Bf4,Nf6,e3,Be7,1
d4,e6,Be3,b6,g3,Bb7,1
d4,e5,e3,d6,c4,Nf6,1
d4,e5,dxe5,d6,exd6,Bxd6,1
d4,e5,dxe5,Nc6,Nf3,d6,1
d4,e5,dxe5,Nc6,Bf4,Qe7,1
d4,e5,c3,e4,Bf4,d5,1
d4,d6,e4,g6,Nc3,a6,1
d4,d6,e4,Nf6,f3,e5,1
d4,d6,e4,Nf6,Nc3,Nc6,1
d4,d6,e4,Nf6,Bd3,g6,1
d4,d6,e4,Nf6,Bd3,c5,1
d4,d6,e4,Nd7,Nc3,g6,1
d4,d6,e4,Nd7,Nc3,Ngf6,1
d4,d6,e4,Bd7,Nf3,e6,1
d4,d6,e3,g6,Nf3,Bg7,1
d4,d6,e3,Nf6,Bd3,Nbd7,1
d4,d6,d5,Nf6,e3,g6,1
d4,d6,c4,g6,e4,Bg7,1
d4,d6,c4,g6,Nc3,Nf6,1
d4,d6,c4,g6,Nc3,Bg7,1
d4,d6,c4,f5,Nf3,g6,1
d4,e6,Bf4,c5,e3,Nf6,1
d4,e6,Bf4,d5,Nf3,Nf6,1
d4,e6,Nf3,Nf6,Bf4,c5,1
d4,e6,Nf3,f5,Bf4,Nf6,1
d4,e6,c4,d5,a3,dxc4,1
d4,e6,c4,d5,Nf3,c6,1
d4,e6,c4,d5,Nc3,c6,1
d4,e6,c4,d5,Nc3,c5,1
d4,e6,c4,d5,Nc3,Bb4,1
d4,e6,c4,c6,Nf3,d5,1
d4,e6,c4,b6,a3,c5,1
d4,e6,c4,Nf6,g3,c5,1
d4,e6,c4,Bb4+,Nd2,b6,1
d4,e6,c4,Bb4+,Nc3,Nf6,1
d4,e6,c4,Bb4+,Bd2,Bxd2+,1
d4,e6,Nf3,f5,Bg5,Nf6,1
d4,e6,Nf3,d5,e3,Nc6,1
d4,e6,Nf3,Nf6,Bg5,c5,1
d4,e6,Nf3,d5,c4,c6,1
d4,e6,Nf3,d5,c4,Nf6,1
d4,e6,Nf3,d5,Bg5,Be7,1
d4,e6,Nf3,d5,Bf4,Nf6,1
d4,e6,Nf3,c5,g3,Qa5+,1
d4,e6,Nf3,c5,e3,Nf6,1
d4,e6,Nf3,c5,c3,Nf6,1
d4,e6,Nf3,Nf6,g3,b5,1
d4,e6,Nf3,Nf6,g3,Be7,1
d4,e6,Nf3,Nf6,e3,d5,1
d4,e6,Nf3,Nf6,e3,b6,1
d4,e6,Nf3,Nf6,c4,c5,1
d4,d6,c4,e5,e3,c6,1
d4,d6,c4,e5,d5,a5,1
d4,d6,c4,e5,d5,Be7,1
d4,d5,e3,Nf6,Bd3,c5,1
d4,d6,Bf4,g6,e4,Bg7,1
d4,d6,Bf4,g6,Nf3,Bg7,1
d4,d6,Bf4,g6,Nc3,Bg7,1
d4,d5,g3,Nf6,Bg2,c6,1
d4,d5,g3,Nf6,Bg2,Bf5,1
d4,d5,g3,Bf5,Bg2,Nc6,1
d4,d5,f4,Bf5,Nf3,e6,1
d4,d5,e3,e6,f4,Nf6,1
d4,d5,e3,e6,Bd3,c5,1
d4,d5,e3,c5,c3,Nc6,1
d4,d5,e3,Nf6,Bd3,g6,1
d4,d5,e3,Nf6,Bd3,c6,1
d4,d5,e3,Nf6,Bd3,Nc6,1
d4,d6,Nc3,Nf6,Bf4,Nbd7,1
d4,d5,e3,Nf6,Bd3,Bg4,1
d4,d5,e3,Nf6,Bb5+,c6,1
d4,d5,e3,Nc6,Nf3,g6,1
d4,d5,e3,Nc6,Bd3,Nf6,1
d4,d5,e3,Bf5,Be2,e6,1
d4,d5,e3,Bf5,Bd3,Bxd3,1
d4,d5,c4,g6,cxd5,Qxd5,1
d4,d5,c4,e6,g3,c6,1
d4,d5,c4,e6,e4,dxe4,1
d4,d5,c4,e6,e3,Nf6,1
d4,d5,c4,e6,a3,Nf6,1
d4,d5,c4,e6,Nf3,g6,1
d4,d6,Bg5,h6,Bh4,g5,1
d4,d6,Nc3,Nf6,Bf4,g6,1
d4,d6,c4,e5,Nf3,exd4,1
d4,d6,Nf3,Nf6,g3,b5,1
d4,d6,c4,e5,Nf3,Nd7,1
d4,d6,c4,Nf6,Nf3,g6,1
d4,d6,c4,Nf6,Nc3,g6,1
d4,d6,c4,Nd7,Nc3,e5,1
d4,d6,Nf3,g6,g3,Nf6,1
d4,d6,Nf3,g6,e3,Nd7,1
d4,d6,Nf3,g6,c4,Nf6,1
d4,d6,Nf3,g6,Nc3,Bg7,1
d4,d6,Nf3,g6,Nbd2,Bg7,1
d4,d6,Nf3,g6,Bg5,Bg7,1
d4,d6,Nf3,f5,g3,Nf6,1
d4,d6,Nf3,f5,Bf4,Nf6,1
d4,d6,Nf3,Nf6,g3,Nbd7,1
d4,d6,Nc3,Nf6,Nf3,Nbd7,1
d4,d6,Nf3,Nf6,e3,g6,1
d4,d6,Nf3,Nf6,c4,Bg4,1
d4,d6,Nf3,Nf6,Bf4,e5,1
d4,d6,Nf3,Nd7,e4,g6,1
d4,d6,Nf3,Nd7,c4,e5,1
d4,d6,Nf3,Bg4,e4,g6,1
d4,d6,Nf3,Bg4,e4,Nd7,1
d4,d6,Nf3,Bg4,e4,Nc6,1
d4,d6,Nf3,Bg4,e3,Nf6,1
d4,d6,Nf3,Bg4,e3,Nd7,1
d4,d6,Nc3,g6,e4,Bg7,1
d4,d6,Nc3,Nf6,e4,g6,1
d4,c5,d5,g6,Nc3,Bg7,1
d4,c5,d5,f5,g3,Nf6,1
d4,c5,d5,e6,c4,exd5,1
d4,c5,d5,e6,c4,Nf6,1
d4,Nf6,Bf4,d6,Nc3,g6,1
d4,Nf6,Bf4,d6,Nc3,Bf5,1
d4,Nf6,Bf4,d5,e3,c6,1
d4,Nf6,Bf4,d5,e3,Nc6,1
d4,Nf6,Bf4,d5,Nf3,e6,1
d4,Nf6,Bf4,d5,Nc3,g6,1
d4,Nf6,Bf4,d5,Nc3,e6,1
d4,Nf6,Bf4,d5,Nc3,Bf5,1
d4,Nf6,Bf4,c6,e3,Qb6,1
d4,Nf6,Bf4,c5,e3,cxd4,1
d4,Nf6,Bf4,c5,e3,b6,1
d4,Nf6,Bf4,c5,e3,Nd5,1
d4,Nf6,Bf4,c5,dxc5,Na6,1
d4,Nf6,Bf4,c5,d5,g6,1
d4,Nf6,Bf4,c5,d5,b5,1
d4,Nf6,Bf4,c5,c3,e6,1
d4,Nf6,Bf4,c5,c3,Qb6,1
d4,Nf6,Bf4,b6,f3,c5,1
d4,Nf6,Bf4,b5,e3,Bb7,1
d4,Nf6,Bf4,Nh5,Bg5,h6,1
d4,Nf6,Bf4,Nh5,Bd2,g6,1
d4,Nf6,Bf4,Nh5,Bc1,Nf6,1
d4,Nc6,e3,d5,g3,Nf6,1
d4,Nc6,c4,e5,d5,Nce7,1
d4,Nc6,Nf3,d6,e4,g6,1
d4,Nc6,Bg5,h6,Bh4,g5,1
d3,g6,g3,f5,Nf3,e6,1
d4,Nf6,Bf4,d6,Nf3,h6,1
d4,Nf6,Bf4,d6,e3,g6,1
d4,Nf6,Bf4,e6,Nc3,Bb4,1
d4,Nf6,Bg5,b6,Bxf6,exf6,1
d4,Nf6,Bg5,d5,Nf3,c5,1
d4,Nf6,Bg5,d5,Nf3,Ne4,1
d4,Nf6,Bg5,d5,Nd2,h6,1
d4,Nf6,Bg5,d5,Nd2,Bf5,1
d4,Nf6,Bg5,c6,Nf3,Qb6,1
d4,Nf6,Bg5,c5,dxc5,Qa5+,1
d4,Nf6,Bg5,c5,d5,g6,1
d4,Nf6,Bg5,c5,d5,Qb6,1
d4,Nf6,Bg5,c5,c4,cxd4,1
d4,Nf6,Bg5,c5,Nf3,Qb6,1
d4,Nf6,Bg5,c5,Nc3,Qb6,1
d4,Nf6,Bg5,b6,Bxf6,gxf6,1
d4,Nf6,Bg5,Ne4,h4,d5,1
d4,Nf6,Bf4,e6,Nc3,c5,1
d4,Nf6,Bg5,Ne4,h4,c5,1
d4,Nf6,Bg5,Ne4,Bf4,e5,1
d4,Nf6,Bg5,Ne4,Bf4,Nc6,1
d4,Nf6,Bf4,g6,e3,d6,1
d4,Nf6,Bf4,g6,Nf3,d6,1
d4,Nf6,Bf4,e6,e3,Nc6,1
d4,Nf6,Bf4,e6,e3,Bd6,1
d4,Nf6,Bf4,e6,c3,d5,1
d4,Nf6,Bf4,e6,Nf3,b6,1
d4,Nf6,Bf4,e6,Nf3,a6,1
d4,Nf6,Bf4,e6,Nf3,Be7,1
d4,Nf6,Bf4,e6,Nc3,d5,1
d3,e5,e3,Nf6,b3,c5,1
d3,e5,Nf3,Nc6,e4,Nf6,1
d3,d5,f4,Nf6,Nf3,g6,1
c4,e6,d4,d5,Nf3,c6,1
c4,f5,g3,Nf6,Bg2,g6,1
c4,f5,d4,Nf6,g3,g6,1
c4,f5,d4,Nf6,Nf3,g6,1
c4,f5,d4,Nf6,Nc3,g6,1
c4,f5,Nf3,Nf6,g3,e6,1
c4,f5,Nc3,e5,Qc2,g6,1
c4,f5,Nc3,Nf6,g3,e6,1
c4,f5,Nc3,Nf6,g3,e5,1
c4,f5,Nc3,Nf6,Nf3,g6,1
c4,e6,g3,g6,Bg2,Bg7,1
c4,e6,g3,d5,Bg2,c5,1
c4,e6,g3,d5,Bg2,a6,1
c4,e6,d4,d5,Nc3,a6,1
c4,g6,Nc3,Bg7,Nf3,c5,1
c4,e6,d4,Nf6,Nf3,d5,1
c4,e6,b3,d5,Bb2,Nf6,1
c4,e6,Nf3,f5,b3,Nf6,1
c4,e6,Nf3,d5,e3,dxc4,1
c4,e6,Nf3,d5,d4,c6,1
c4,e6,Nf3,d5,b3,c6,1
c4,e6,Nf3,Nf6,g3,b6,1
c4,e6,Nf3,Nf6,e3,d5,1
c4,e6,Nf3,Nf6,e3,Be7,1
c4,e6,Nf3,Nf6,b3,b6,1
c4,e6,Nf3,Nf6,Nc3,d5,1
c4,e6,Nc3,c5,Nf3,Nc6,1
c4,g6,Nc3,Bg7,Nf3,Nc6,1
c4,g6,Nc3,Bg7,d4,Nc6,1
d3,d5,f4,Nf6,Nf3,c5,1
c4,g6,g3,Bg7,Bg2,c6,1
d3,d5,f4,Nf6,Nf3,Bg4,1
d3,d5,f4,Nf6,Nf3,Bf5,1
d3,d5,Nf3,c5,Nbd2,Nc6,1
d3,d5,Nd2,e5,Ngf3,Bd6,1
d3,d5,Nd2,Nf6,e4,c6,1
d3,c5,g3,g6,Bg2,Bg7,1
d3,Nf6,Nf3,g6,e4,d6,1
d3,Nf6,Nc3,g6,g3,Bg7,1
d3,Nf6,Nc3,d5,Bg5,c6,1
d3,Nc6,e3,g6,Nc3,Bg7,1
c4,g6,g3,Bg7,Nc3,c5,1
c4,g6,g3,Bg7,Bg2,d6,1
c4,g6,e4,Bg7,d4,d6,1
c4,g6,Nc3,Bg7,e4,d6,1
c4,g6,d4,c5,d5,Bg7,1
c4,g6,d4,Nf6,g3,Bg7,1
c4,g6,d4,Nf6,Nc3,d5,1
c4,g6,d4,Bg7,g3,d6,1
c4,g6,d4,Bg7,e4,d6,1
c4,g6,d4,Bg7,Nc3,d6,1
c4,g6,Nf3,c5,g3,Bg7,1
c4,g6,Nc3,c5,g3,Bg7,1
c4,g6,Nc3,Nf6,Nf3,Bg7,1
c4,g6,Nc3,Bg7,g3,f5,1
c4,g6,Nc3,Bg7,g3,c5,1
c4,g6,Nc3,Bg7,g3,Nf6,1
d4,Nf6,Bg5,d5,e3,Nbd7,1
d4,Nf6,Bg5,e6,Nd2,d5,1
d4,Nf6,Bg5,e6,Nd2,h6,1
d4,Nf6,c4,g6,f3,e5,1
d4,Nf6,e3,g6,f4,d5,1
d4,Nf6,e3,g6,f4,c5,1
d4,Nf6,e3,g6,c4,Bg7,1
d4,Nf6,e3,g6,Nf3,d6,1
d4,Nf6,e3,g6,Nf3,Bg7,1
d4,Nf6,e3,e6,Bd3,c5,1
d4,Nf6,e3,e6,Bd3,b6,1
d4,Nf6,e3,d5,f4,Bf5,1
d4,Nf6,e3,d5,Nf3,Bf5,1
d4,Nf6,e3,d5,Nc3,e6,1
d4,Nf6,c4,g6,h4,c5,1
d4,Nf6,c4,g6,f3,e6,1
d4,Nf6,c4,g6,Bg5,Ne4,1
d4,Nf6,g3,c5,c3,Qb6,1
d4,Nf6,c4,g6,Bf4,Bg7,1
d4,Nf6,c4,e6,g3,b6,1
d4,Nf6,c4,e6,e3,g6,1
d4,Nf6,c4,e6,a3,b6,1
d4,Nf6,c4,e6,Bg5,h6,1
d4,Nf6,c4,e6,Bg5,Be7,1
d4,Nf6,c4,e6,Bf4,d5,1
d4,Nf6,c4,e6,Bf4,b6,1
d4,Nf6,c4,e6,Bf4,Bb4+,1
d4,Nf6,c4,e5,d5,Bb4+,1
d4,Nf6,c4,d6,g3,g6,1
d4,Nf6,c4,d6,Nf3,Nc6,1
d4,Nf6,f4,g6,e3,Bg7,1
d4,Nf6,g3,c5,d5,e6,1
d4,Nf6,c4,c5,Nc3,cxd4,1
d4,b6,e4,Bb7,Bd3,g6,1
d4,c5,d5,e5,e4,a6,1
d4,c5,d5,d6,e4,e5,1
d4,c5,d5,d6,c4,Nf6,1
d4,c5,d5,d6,Nc3,Nf6,1
d4,c5,d5,Nf6,g3,b5,1
d4,c5,d5,Nf6,c4,d6,1
d4,c5,d5,Nf6,Nf3,g6,1
d4,c5,d5,Nf6,Nc3,g6,1
d4,c5,d5,Nf6,Nc3,e6,1
d4,c5,c4,cxd4,Qxd4,Nc6,1
d4,c5,c3,Nf6,Nf3,g6,1
d4,c5,c3,Nf6,Nf3,e6,1
d4,b6,e4,Bb7,Bd3,Nf6,1
d4,Nf6,g3,c5,d5,g6,1
d4,b6,c4,Bb7,Nf3,e6,1
d4,b6,Bf4,Bb7,e3,e6,1
d4,b5,e4,a6,Bd3,Bb7,1
d4,b5,e3,a6,Be2,Bb7,1
d4,a6,e4,b5,Bd3,Bb7,1
d4,Nf6,g4,Nxg4,e4,d6,1
d4,Nf6,g3,e6,Bg2,d5,1
d4,Nf6,g3,d5,Nf3,g6,1
d4,Nf6,g3,d5,Nf3,Bf5,1
d4,Nf6,g3,d5,Bg2,g6,1
d4,Nf6,g3,d5,Bg2,c6,1
d4,Nf6,g3,c5,dxc5,Qa5+,1
d4,Nf6,c4,d5,cxd5,c6,1
d4,Nf6,c4,a6,Nf3,e6,1
d4,Nf6,Bg5,e6,e4,Be7,1
d4,Nf6,Nf3,b6,Bg5,e6,1
d4,Nf6,Nf3,d5,Bg5,c6,1
d4,Nf6,Nf3,d5,Bg5,c5,1
d4,Nf6,Nf3,c6,c4,d5,1
d4,Nf6,Nf3,c5,g3,cxd4,1
d4,Nf6,Nf3,c5,g3,b6,1
d4,Nf6,Nf3,c5,e3,e6,1
d4,Nf6,Nf3,c5,d5,g6,1
d4,Nf6,Nf3,c5,d5,d6,1
d4,Nf6,Nf3,c5,c3,g6,1
d4,Nf6,Nf3,c5,c3,cxd4,1
d4,Nf6,Nf3,c5,Bf4,cxd4,1
d4,Nf6,Nf3,b6,c3,g6,1
d4,Nf6,Nf3,b5,g3,Bb7,1
d4,Nf6,Nf3,d5,c3,c5,1
d4,Nf6,Nc3,g6,Nf3,Bg7,1
d4,Nf6,Nc3,e6,Bg5,d6,1
d4,Nf6,Nc3,e6,Bf4,Bb4,1
d4,Nf6,Nc3,d6,e4,e5,1
d4,Nf6,Nc3,d6,e4,c6,1
d4,Nf6,Nc3,d5,Bg5,e6,1
d4,Nf6,Nc3,d5,Bg5,c5,1
d4,Nf6,Nc3,d5,Bg5,Ne4,1
d4,Nf6,Nc3,d5,Bg5,Bf5,1
d4,Nf6,Bg5,g6,Nd2,d5,1
d4,Nf6,Bg5,g6,Nc3,d5,1
d4,Nf6,Bg5,e6,e4,d6,1
d4,Nf6,Nf3,d5,Nbd2,g6,1
d4,Nf6,Nf3,d5,e3,g6,1
d4,Nf6,c4,Nc6,e3,e5,1
d4,Nf6,Nf3,e6,c3,c5,1
d4,Nf6,c4,Bg7,e4,d6,1
d4,Nf6,c3,c5,Nf3,g6,1
d4,Nf6,c3,c5,Nf3,e6,1
d4,Nf6,Nf3,g6,g3,d5,1
d4,Nf6,Nf3,g6,g3,b6,1
d4,Nf6,Nf3,g6,e3,d5,1
d4,Nf6,Nf3,g6,c4,d5,1
d4,Nf6,Nf3,g6,b4,Bg7,1
d4,Nf6,Nf3,g6,Nc3,d6,1
d4,Nf6,Nf3,e6,g3,b6,1
d4,Nf6,Nf3,e6,e3,Be7,1
d4,Nf6,Nf3,e6,c4,1/2-1/2,1
d4,Nf6,Nf3,e6,c3,b6,1
d4,Nf6,Nf3,d5,g3,Bg4,1
d4,Nf6,Nf3,e6,Nc3,Bb4,1
d4,Nf6,Nf3,e6,Bg5,Be7,1
d4,Nf6,Nf3,e6,Bf4,Bd6,1
d4,Nf6,Nf3,d6,c4,c6,1
d4,Nf6,Nf3,d6,c4,Nbd7,1
d4,Nf6,Nf3,d6,Nc3,g6,1
d4,Nf6,Nf3,d6,Nc3,Nbd7,1
d4,Nf6,Nf3,d6,Bf4,g6,1
d4,Nf6,Nf3,d6,Bf4,Nbd7,1
d4,Nf6,Nf3,d5,g3,g6,1
d4,Nf6,Nf3,d5,g3,c6,1
d4,Nf6,Nf3,d5,g3,c5,1
h4,d5,Nf3,Nf6,d4,e6,1
